,0
2058,65000
2059,65000
2060,65000
2061,65000
2062,65000
2063,65000
2064,65000
2065,65000
2066,65000
2067,65000
2068,65000
2069,65000
2070,65000
2071,65000
2072,65000
2073,65000
2074,65000
2075,65000
2076,65000
2077,65000
2078,65000
2079,65000
2080,65000
2081,65000
2082,65000
2083,65000
2084,65000
2085,65000
2086,65000
2087,65000
2088,65000
2089,65000
2090,65000
2091,65000
2092,65000
2093,65000
2094,65000
2095,65000
2096,65000
2097,65000
2098,65000
2099,65000
2100,65000
2101,65000
2102,65000
2103,65000
2104,65000
2105,65000
2106,65000
2107,65000
2108,65000
2109,65000
2110,65000
2111,65000
2112,65000
2113,65000
2114,65000
2115,65000
2116,65000
2117,65000
2118,65000
2119,65000
2120,65000
2121,65000
2122,65000
2123,65000
2124,65000
2125,65000
2126,65000
2127,65000
2128,65000
2129,65000
2130,65000
2131,65000
2132,65000
2133,65000
2134,65000
2135,65000
2136,65000
2137,65000
2138,65000
2139,65000
2140,65000
2141,65000
2142,65000
2143,65000
2144,65000
2145,65000
2146,65000
2147,65000
2148,65000
2149,65000
2150,65000
2151,65000
2152,65000
2153,65000
2154,65000
2155,65000
2156,65000
2157,65000
2158,65000
2159,65000
2160,65000
2161,65000
2162,65000
2163,65000
2164,65000
2165,65000
2166,65000
2167,65000
2168,65000
2169,65000
2170,65000
2171,65000
2172,65000
2173,65000
2174,65000
2175,65000
2176,65000
2177,65000
2178,65000
2179,65000
2180,65000
2181,65000
2182,65000
2183,65000
2184,65000
2185,65000
2186,65000
2187,65000
2188,65000
2189,65000
2190,65000
2191,65000
2192,65000
2193,65000
2194,65000
2195,65000
2196,65000
2197,65000
2198,65000
2199,65000
2200,65000
2201,65000
2202,65000
2203,65000
2204,65000
2205,65000
2206,65000
2207,65000
2208,65000
2209,65000
2210,65000
2211,65000
2212,65000
2213,65000
2214,65000
2215,65000
2216,65000
2217,65000
2218,65000
2219,65000
2220,65000
2221,65000
2222,65000
2223,65000
2224,65000
2225,65000
2226,65000
2227,65000
2228,65000
2229,65000
2230,65000
2231,65000
2232,65000
2233,65000
2234,65000
2235,65000
2236,65000
2237,65000
2238,65000
2239,65000
2240,65000
2241,65000
2242,65000
2243,65000
2244,65000
2245,65000
2246,65000
2247,65000
2248,65000
2249,65000
2250,65000
2251,65000
2252,65000
2253,65000
2254,65000
2255,65000
2256,65000
2257,65000
2258,65000
2259,65000
2260,65000
2261,65000
2262,65000
2263,65000
2264,65000
2265,65000
2266,65000
2267,65000
2268,65000
2269,65000
2270,65000
2271,65000
2272,65000
2273,65000
2274,65000
2275,65000
2276,65000
2277,65000
2278,65000
2279,65000
2280,65000
2281,65000
2282,65000
2283,65000
2284,65000
2285,65000
2286,65000
2287,65000
2288,65000
2289,65000
2290,65000
2291,65000
2292,65000
2293,65000
2294,65000
2295,65000
2296,65000
2297,65000
2298,65000
2299,65000
2300,65000
2301,65000
2302,65000
2303,65000
2304,65000
2305,65000
2306,65000
2307,65000
2308,65000
2309,65000
2310,65000
2311,65000
2312,65000
2313,65000
2314,65000
2315,65000
2316,65000
2317,65000
2318,65000
2319,65000
2320,65000
2321,65000
2322,65000
2323,65000
2324,65000
2325,65000
2326,65000
2327,65000
2328,65000
2329,65000
2330,65000
2331,65000
2332,65000
2333,65000
2334,65000
2335,65000
2336,65000
2337,65000
2338,65000
2339,65000
2340,65000
2341,65000
2342,65000
2343,65000
2344,65000
2345,65000
2346,65000
2347,65000
2348,65000
2349,65000
2350,65000
2351,65000
2352,65000
2353,65000
2354,65000
2355,65000
2356,65000
2357,65000
2358,65000
2359,65000
2360,65000
2361,65000
2362,65000
2363,65000
2364,65000
2365,65000
2366,65000
2367,65000
2368,65000
2369,65000
2370,65000
2371,65000
2372,65000
2373,65000
2374,65000
2375,65000
2376,65000
2377,65000
2378,65000
2379,65000
2380,65000
2381,65000
2382,65000
2383,65000
2384,65000
2385,65000
2386,65000
2387,65000
2388,65000
2389,65000
2390,65000
2391,65000
2392,65000
2393,65000
2394,65000
2395,65000
2396,65000
2397,65000
2398,65000
2399,65000
2400,65000
2401,65000
2402,65000
2403,65000
2404,65000
2405,65000
2406,65000
2407,65000
2408,65000
2409,65000
2410,65000
2411,65000
2412,65000
2413,65000
2414,65000
2415,65000
2416,65000
2417,65000
2418,65000
2419,65000
2420,65000
2421,65000
2422,65000
2423,65000
2424,65000
2425,65000
2426,65000
2427,65000
2428,65000
2429,65000
2430,65000
2431,65000
2432,65000
2433,65000
2434,65000
2435,65000
2436,65000
2437,65000
2438,65000
2439,65000
2440,65000
2441,65000
2442,65000
2443,65000
2444,65000
2445,65000
2446,65000
2447,65000
2448,65000
2449,65000
2450,65000
2451,65000
2452,65000
2453,65000
2454,65000
2455,65000
2456,65000
2457,65000
2458,65000
2459,65000
2460,65000
2461,65000
2462,65000
2463,65000
2464,65000
2465,65000
2466,65000
2467,65000
2468,65000
2469,65000
2470,65000
2471,65000
2472,65000
2473,65000
2474,65000
2475,65000
2476,65000
2477,65000
2478,65000
2479,65000
2480,65000
2481,65000
2482,65000
2483,65000
2484,65000
2485,65000
2486,65000
2487,65000
2488,65000
2489,65000
2490,65000
2491,65000
2492,65000
2493,65000
2494,65000
2495,65000
2496,65000
2497,65000
2498,65000
